IPO Date,Symbol,Company Name,IPO Price,Current,Return,Sector,Industry,Country
"Jul 24, 2019",EIC,"Eagle Point Income Company, Inc.",19,16.535,-0.130,Finance and Insurance,Securities and Commodity Exchanges,United States
"Jul 19, 2019",AFYA,Afya Limited,19,13.45,-0.292,Consumer Discretionary,Diversified Consumer Services,Brazil
"Jul 19, 2019",IFS,Intercorp Financial Services Inc.,46,31.6,-0.313,Financial Services,Banks-Regional,Peru
"Jul 19, 2019",MDLA,"Medallia, Inc.",21,33.99,0.340,,,
"Jul 18, 2019",ORCC,Owl Rock Capital Corporation,15.3,14.725,-0.038,Financials,Capital Markets,United States
"Jul 18, 2019",PHR,"Phreesia, Inc.",17,25.48,0.499,Health Care,Health Care Technology,United States
"Jul 18, 2019",AMK,"AssetMark Financial Holdings, Inc.",22,20.36,-0.074,Financials,Capital Markets,United States
"Jul 18, 2019",MIRM,"Mirum Pharmaceuticals, Inc.",15,25.81,0.721,Health Care,Biotechnology,United States
"Jul 18, 2019",FULC,"Fulcrum Therapeutics, Inc.",16,11.02,-0.311,Health Care,Pharmaceuticals,United States
"Jul 18, 2019",CPAA.D,Conyers Park II Acquisition Corp.,10,8.86,0.089,Blank Check / SPAC,Blank Check / SPAC,
"Jul 18, 2019",OAC,Oaktree Acquisition Corp.,10,16.38,0.164,Blank Check / SPAC,Blank Check / SPAC,
"Jul 18, 2019",IHRT,"iHeartMedia, Inc.",17,17.53,0.031,Communication Services,Media,United States
"Jul 17, 2019",DOYU,DouYu International Holdings Ltd.,11.5,1.685,-0.853,Communication Services,Entertainment,China
"Jul 12, 2019",PIC,Pivotal Investment Corporation II,10,19.54,0.195,,,
"Jul 12, 2019",SCPE,SC Health Corporation,10,15.84,0.158,,,
"Jul 12, 2019",THCA,Tuscan Holdings Corp. II,10,10.8,0.080,Financial Services,Shell Companies,United States
"Jul 2, 2019",RMBI,"Richmond Mutual Bancorporation, Inc.",10,16.36,0.636,Financials,Banks,United States
"Jun 28, 2019",REAL,"The RealReal, Inc.",20,6.165,-0.692,Consumer Discretionary,Internet & Direct Marketing Retail,United States
"Jun 28, 2019",KRTX,"Karuna Therapeutics, Inc.",16,123.75,6.734,Health Care,Biotechnology,United States
"Jun 27, 2019",MORF,"Morphic Holding, Inc.",15,29,0.933,Health Care,Biotechnology,United States
"Jun 27, 2019",ADPT,Adaptive Biotechnologies Corporation,20,9.24,-0.538,Health Care,Life Sciences Tools & Services,United States
"Jun 27, 2019",BBIO,"BridgeBio Pharma, Inc.",17,10.13,-0.404,Health Care,Biotechnology,United States
"Jun 27, 2019",CHNG,"Change Healthcare, Inc.",13,23.645,0.819,Health Care,Health Care Technology,United States
"Jun 26, 2019",LINX,Linx S.A.,9.4,7.5,0.075,,,
"Jun 26, 2019",CMBM,Cambium Networks Corporation,12,15.38,0.282,Information Technology,Communications Equipment,United States
"Jun 20, 2019",SMMC,South Mountain Merger Corp.,10,16.8,0.168,,,
"Jun 20, 2019",PRVL,Prevail Therapeutics Inc.,17,23,0.230,,,
"Jun 20, 2019",WORK,"Slack Technologies, Inc.",26,45.2,0.452,,,
"Jun 20, 2019",AKRO,"Akero Therapeutics, Inc.",16,10.38,-0.351,Health Care,Biotechnology,United States
"Jun 20, 2019",GO,Grocery Outlet Holding Corporation,22,33.02,0.501,Consumer Staples,Food & Staples Retailing,United States
"Jun 20, 2019",BCEL,"Atreca, Inc.",17,2.43,-0.857,Health Care,Biotechnology,United States
"Jun 20, 2019",PSNL,"Personalis, Inc.",17,5.98,-0.648,Health Care,Life Sciences Tools & Services,United States
"Jun 19, 2019",STOK,"Stoke Therapeutics, Inc.",18,17.65,-0.019,Health Care,Biotechnology,United States
"Jun 14, 2019",CHWY,"Chewy, Inc.",22,34.82,0.583,Consumer Discretionary,Internet & Direct Marketing Retail,United States
"Jun 13, 2019",FVRR,Fiverr International Ltd.,21,55.21,1.629,Consumer Discretionary,Internet & Direct Marketing Retail,Israel
"Jun 12, 2019",MWK,"Mohawk Group Holdings, Inc.",10,23.7,0.237,,,
"Jun 12, 2019",CRWD,"CrowdStrike Holdings, Inc.",34,207.12,5.092,Information Technology,Software,United States
"Jun 7, 2019",RVLV,"Revolve Group, Inc.",18,45.92,1.551,Consumer Discretionary,Internet & Direct Marketing Retail,United States
"Jun 7, 2019",HYAC.D,Haymaker Acquisition Corp. II,10,9.52,0.095,Blank Check / SPAC,Blank Check / SPAC,
"Jun 6, 2019",GOTU,"Gaotu Techedu, Inc.",10.5,1.53,-0.854,Consumer Discretionary,Diversified Consumer Services,China
"Jun 6, 2019",GIX,"GigCapital2, Inc.",10,10.47,0.105,,,
"May 23, 2019",RTLR,Rattler Midstream LP,17.5,14.04,-0.198,Energy,"Oil, Gas & Consumable Fuels",United States
"May 23, 2019",IDYA,"IDEAYA Biosciences, Inc.",10,10.72,0.072,Health Care,Biotechnology,United States
"May 23, 2019",BCYC,Bicycle Therapeutics PLC,14,24.39,0.742,Health Care,Biotechnology,United Kingdom
"May 21, 2019",GXGX,GX Acquisition Corp.,10,10.2,0.102,Blank Check / SPAC,Blank Check / SPAC,
"May 17, 2019",AVTR,"Avantor, Inc.",14,30.37,1.169,Health Care,Life Sciences Tools & Services,United States
"May 17, 2019",FSLY,"Fastly, Inc.",16,17.08,0.068,Information Technology,IT Services,United States
"May 17, 2019",LKNCY,"Luckin Coffee, Inc.",17,8.036,-0.527,Consumer Cyclical,Restaurants,China
"May 15, 2019",PSTL,"Postal Realty Trust, Inc.",17,17.53,0.031,Real Estate,Equity Real Estate Investment Trusts (REITs),United States
"May 14, 2019",APLT,"Applied Therapeutics, Inc.",10,2.06,-0.794,Health Care,Biotechnology,United States
"May 14, 2019",AGBA,AGBA Acquisition Limited,10,11.26,0.126,Blank Check / SPAC,Blank Check / SPAC,Hong Kong
"May 10, 2019",SONM,"Sonim Technologies, Inc.",11,0.664,-0.940,Information Technology,"Technology Hardware, Storage & Peripherals",United States
"May 10, 2019",UBER,"Uber Technologies, Inc.",45,31.195,-0.307,Industrials,Road & Rail,United States
"May 10, 2019",JFIN,Jiayin Group Inc.,10.5,2.24,-0.787,Financials,Consumer Finance,United States
"May 9, 2019",NXTC,"NextCure, Inc.",15,4.71,-0.686,Health Care,Biotechnology,United States
"May 9, 2019",MEC,"Mayville Engineering Company, Inc.",17,8.67,-0.490,Materials,Metals & Mining,United States
"May 9, 2019",SPFI,"South Plains Financial, Inc.",17.5,25.69,0.468,Financials,Banks,United States
"May 9, 2019",HHR,Headhunter Group PLC,13.5,15.03,0.113,Industrials,Professional Services,United States
"May 9, 2019",AXLA,"Axcella Health, Inc.",20,1.79,-0.910,Health Care,Biotechnology,United States
"May 9, 2019",CRTX,"Cortexyme, Inc.",17,3.78,-0.778,Health Care,Biotechnology,United States
"May 8, 2019",PSN,Parsons Corporation,27,37.04,0.372,Industrials,Aerospace & Defense,United States
"May 7, 2019",TRVI,"Trevi Therapeutics, Inc.",10,3.315,-0.668,Health Care,Pharmaceuticals,United States
"May 7, 2019",LCA.D,"Landcadia Holdings II, Inc.",10,25.49,0.255,Blank Check / SPAC,Blank Check / SPAC,
"May 6, 2019",TBBA,"TEB Bancorp, Inc.",10,9.26,-0.074,Financial Services,Banks-Regional,United States
"May 3, 2019",SCPL,SciPlay Corporation,16,13.35,-0.166,Communication Services,Entertainment,United States
"May 3, 2019",YJ,Yunji Inc.,11,1.06,-0.904,Consumer Discretionary,Internet & Direct Marketing Retail,United States
"May 3, 2019",RRBI,"Red River Bancshares, Inc.",45,54.29,0.206,Financials,Banks,United States
"May 3, 2019",ATIF,ATIF Holdings Limited,5,3.57,-0.286,Industrials,Professional Services,United States
"May 2, 2019",SY,So-Young International Inc.,13.8,1.455,-0.895,Communication Services,Interactive Media & Services,United States
"May 2, 2019",TMDX,"TransMedics Group, Inc.",16,21.46,0.341,Health Care,Health Care Equipment & Supplies,United States
"May 2, 2019",BYND,Beyond Meat Inc,25,38.07,0.523,Consumer Staples,Food Products,United States
"Apr 30, 2019",WAFU,Wah Fu Education Group Limited,5,2.77,-0.446,Consumer Discretionary,Diversified Consumer Services,United States
"Apr 18, 2019",MNRL,"Brigham Minerals, Inc.",18,26.315,0.462,Energy,"Oil, Gas & Consumable Fuels",United States
"Apr 18, 2019",ZM,"Zoom Video Communications, Inc.",36,101.68,1.824,Information Technology,Software,United States
"Apr 18, 2019",GNLN,"Greenlane Holdings, Inc.",17,0.379,-0.978,Consumer Discretionary,Distributors,United States
"Apr 18, 2019",PINS,"Pinterest, Inc.",19,19.775,0.041,Communication Services,Interactive Media & Services,United States
"Apr 18, 2019",HOOK,HOOKIPA Pharma Inc.,14,1.535,-0.890,Health Care,Biotechnology,United States
"Apr 17, 2019",BWAY,Brainsway Ltd.,11,7.79,-0.292,Health Care,Health Care Equipment & Supplies,United States
"Apr 17, 2019",TPTX,"Turning Point Therapeutics, Inc.",18,31.345,0.741,Health Care,Biotechnology,United States
"Apr 17, 2019",PLMR,"Palomar Holdings, Inc.",15,57.285,2.819,Financials,Insurance,United States
"Apr 12, 2019",JMIA,Jumia Technologies AG,14.5,7.59,-0.477,Consumer Discretionary,Internet & Direct Marketing Retail,Germany
"Apr 11, 2019",PD,"PagerDuty, Inc.",24,29.63,0.235,Information Technology,Software,United States
"Apr 11, 2019",TUFN,Tufin Software Technologies Ltd.,14,12.91,-0.078,Information Technology,Software,Israel
"Apr 5, 2019",GHSI,"Guardion Health Sciences, Inc.",4,0.188,-0.953,Consumer Staples,Personal Products,United States
"Apr 4, 2019",NGM,"NGM Biopharmaceuticals, Inc.",16,14.88,-0.070,Health Care,Pharmaceuticals,United States
"Apr 4, 2019",TW,Tradeweb Markets Inc.,27,79.9,1.959,Financials,Capital Markets,United States
"Apr 4, 2019",RPLA,Replay Acquisition,10,9.48,0.095,Blank Check / SPAC,Blank Check / SPAC,
"Apr 4, 2019",SILK,"Silk Road Medical, Inc.",20,37.65,0.882,Health Care,Health Care Equipment & Supplies,United States
"Apr 3, 2019",RUHN,Ruhnn Holding Limited,12.5,3.4,0.034,,,
"Apr 2, 2019",PBTS,Powerbridge Technologies Co. Ltd.,5,0.317,-0.937,Information Technology,Software,United States
"Mar 29, 2019",LYFT,"Lyft, Inc.",72,33.32,-0.537,Industrials,Road & Rail,United States
"Mar 29, 2019",PUYI,Puyi Inc.,6,5.48,-0.087,Financials,Capital Markets,United States
"Mar 28, 2019",WTRE,Watford Holdings Ltd.,25.26,34.99,0.350,,,
"Mar 28, 2019",JFK,8i Enterprises Acquisition,10,9,0.090,Blank Check / SPAC,Blank Check / SPAC,
"Mar 28, 2019",DTIL,"Precision BioSciences, Inc.",16,2.3,-0.856,Health Care,Biotechnology,United States
"Mar 27, 2019",GNFT,Genfit S.A.,22,3.78,-0.828,Health Care,Biotechnology,France
"Mar 21, 2019",LEVI,Levi Strauss & Co.,17,19.265,0.133,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States
"Mar 20, 2019",TIGR,UP Fintech Holding Ltd.,8,4.12,-0.485,Financials,Capital Markets,China
"Mar 20, 2019",INSU,Insurance Acquisition,10,11.66,0.117,Blank Check / SPAC,Blank Check / SPAC,
"Mar 15, 2019",TRNE,Trine Acquisition,10,24.77,0.248,Blank Check / SPAC,Blank Check / SPAC,
"Mar 8, 2019",CRSA,Crescent Acquisition Corp.,10,8.81,0.088,Blank Check / SPAC,Blank Check / SPAC,
"Mar 8, 2019",FUTU,Futu Holdings Limited,12,31.635,1.636,Financials,Capital Markets,Hong Kong
"Mar 7, 2019",SWAV,"ShockWave Medical, Inc.",17,182.98,9.764,Health Care,Health Care Equipment & Supplies,United States
"Mar 5, 2019",THCB,Tuscan Holdings Corp.,10,10,0.100,,,
"Mar 1, 2019",HCAC,Hennessy Capital Acquisition Corp IV,10,19.49,0.195,Blank Check / SPAC,Blank Check / SPAC,
"Feb 28, 2019",DPHC,DiamondPeak Holdings,10,18.21,0.182,Blank Check / SPAC,Blank Check / SPAC,
"Feb 28, 2019",KLDO,"Kaleido Biosciences, Inc.",15,0.29,-0.981,Health Care,Pharmaceuticals,United States
"Feb 28, 2019",SHLL,Tortoise Acquisition Corp.,10,44.91,0.449,Blank Check / SPAC,Blank Check / SPAC,
"Feb 26, 2019",SLGG,"Super League Gaming, Inc.",11,1.545,-0.860,Communication Services,Interactive Media & Services,United States
"Feb 22, 2019",ACAM.D,Acamar Partners Acquisition Corp.,10,12.3,0.123,Blank Check / SPAC,Blank Check / SPAC,
"Feb 19, 2019",SOLY,"Soliton, Inc.",5,22.58,3.516,Health Care,Health Care Equipment & Supplies,United States
"Feb 15, 2019",AREC,American Resources Corporation,4,1.92,-0.520,Energy,"Oil, Gas & Consumable Fuels",United States
"Feb 15, 2019",HOTH,"Hoth Therapeutics, Inc.",5.6,0.623,-0.889,Health Care,Pharmaceuticals,United States
"Feb 15, 2019",MITO,Stealth BioTherapeutics Corp.,12,0.452,-0.962,Health Care,Biotechnology,Cayman Islands
"Feb 14, 2019",AVDR,"Avedro, Inc.",14,22.99,0.230,,,
"Feb 14, 2019",TCRR,TCR2 Therapeutics Inc.,15,2.4,-0.840,Health Care,Biotechnology,United States
"Feb 13, 2019",IMAC,"IMAC Holdings, Inc.",5.125,0.8,-0.844,Health Care,Health Care Providers & Services,United States
"Feb 12, 2019",ANCN,Anchiano Therapeutics,11.5,75.36,0.754,,,
"Feb 8, 2019",HARP,"Harpoon Therapeutics, Inc.",14,2.79,-0.801,Health Care,Biotechnology,United States
"Feb 8, 2019",GOSS,"Gossamer Bio, Inc.",16,8.89,-0.444,Health Care,Biotechnology,United States
"Feb 8, 2019",RMG,RMG Acquisition Corp.,10,27,0.270,Blank Check / SPAC,Blank Check / SPAC,
"Feb 7, 2019",ALEC,"Alector, Inc.",19,10.6,-0.442,Health Care,Biotechnology,United States
"Feb 7, 2019",MNCL,Monocle Acquisition Corporation,10,12.2,0.122,Blank Check / SPAC,Blank Check / SPAC,
"Feb 4, 2019",INMB,Inmune Bio Inc.,8,6.905,-0.137,Health Care,Biotechnology,United States
"Feb 4, 2019",IPV,InterPrivate Acquisition,10,13.04,0.130,Blank Check / SPAC,Blank Check / SPAC,
"Feb 1, 2019",GMHI,Gores Metropoulos,10,18,0.180,Blank Check / SPAC,Blank Check / SPAC,
"Jan 31, 2019",NFE,New Fortress Energy Inc.,14,40.545,1.896,Energy,"Oil, Gas & Consumable Fuels",United States
"Jan 17, 2019",RBKB,"Rhinebeck Bancorp, Inc.",10,10.23,0.023,Financials,Thrifts & Mortgage Finance,United States
"Jan 9, 2019",BCOW,"1895 Bancorp of Wisconsin, Inc.",10,10.878,0.088,Financials,Thrifts & Mortgage Finance,United States
"Jan 8, 2019",MTC,"MMTec, Inc.",4,0.7,-0.825,Information Technology,Software,United States
"Jan 8, 2019",MDJH,MDJM Ltd.,5,2.09,-0.582,Real Estate,Real Estate Management & Development,United States
"Jan 4, 2019",SXTC,"China SXT Pharmaceuticals, Inc.",4,0.185,-0.954,Consumer Staples,Personal Products,British Virgin Islands
